Date,Open,High,Low,Close,Volume,Adj Close
2015-12-28,24.10,24.10,23.70,23.80,3465700,23.80
2015-12-25,24.00,24.00,24.00,24.00,000,24.00
2015-12-24,24.05,24.10,23.90,24.00,1830700,24.00
2015-12-23,23.85,24.20,23.70,23.95,5057400,23.95
2015-12-22,23.75,23.90,23.55,23.90,5136100,23.90
2015-12-21,23.60,23.75,23.50,23.70,7092400,23.70
2015-12-18,23.10,23.80,23.10,23.65,9108900,23.65
2015-12-17,23.15,23.80,23.15,23.45,8807600,23.45
2015-12-16,23.10,23.50,23.05,23.20,7399400,23.20
2015-12-15,22.85,23.20,22.85,22.90,6896700,22.90
2015-12-14,22.95,23.10,22.45,22.95,11476600,22.95
2015-12-11,23.50,23.65,23.20,23.25,7913900,23.25
2015-12-10,23.50,23.80,23.50,23.50,6700100,23.50
2015-12-09,23.55,23.85,23.55,23.70,8867800,23.70
2015-12-08,23.90,23.95,23.70,23.80,9270000,23.80
2015-12-07,24.20,24.25,24.05,24.10,4864500,24.10
2015-12-04,23.90,24.05,23.80,24.00,8776000,24.00
2015-12-03,23.90,24.45,23.90,24.15,9139500,24.15
2015-12-02,24.15,24.45,24.05,24.10,9397300,24.10
2015-12-01,23.60,24.35,23.60,24.25,12673200,24.25
2015-11-30,23.80,24.10,23.65,23.75,31382700,23.75
2015-11-27,24.60,24.60,24.10,24.15,9419800,24.15
2015-11-26,24.80,24.80,24.30,24.40,4944700,24.40
2015-11-25,24.50,24.75,24.40,24.60,5920700,24.60
2015-11-24,24.60,24.75,24.40,24.60,6282400,24.60
2015-11-23,24.65,24.85,24.40,24.65,5532900,24.65
2015-11-20,24.40,24.60,24.30,24.50,8703600,24.50
2015-11-19,24.60,24.70,24.30,24.55,9648600,24.55
2015-11-18,24.60,24.75,24.20,24.50,8083000,24.50
2015-11-17,24.55,24.80,24.35,24.45,8059900,24.45
2015-11-16,24.50,24.60,24.00,24.25,13144600,24.25
2015-11-13,24.80,25.00,24.60,24.90,8245300,24.90
2015-11-12,25.00,25.25,24.70,25.20,12644500,25.20
2015-11-11,24.65,24.95,24.65,24.80,5650800,24.80
2015-11-10,24.80,25.10,24.60,24.95,10042300,24.95
2015-11-09,25.05,25.30,24.80,25.15,9960100,25.15
2015-11-06,25.25,25.30,24.80,25.15,8556400,25.15
