Date,Open,High,Low,Close,Volume,Adj Close
2015-12-28,47.00,47.05,46.10,46.40,7582000,46.40
2015-12-25,47.00,47.00,47.00,47.00,000,47.00
2015-12-24,47.40,47.45,46.90,47.00,5534300,47.00
2015-12-23,47.40,47.80,46.75,46.80,15411900,46.80
2015-12-22,46.90,47.15,46.60,47.00,13897200,47.00
2015-12-21,46.15,46.80,46.15,46.65,9551500,46.65
2015-12-18,46.60,47.50,46.25,46.65,20846900,46.65
2015-12-17,46.55,47.15,46.50,47.10,21515600,47.10
2015-12-16,45.90,47.15,45.90,46.45,21834600,46.45
2015-12-15,45.85,46.00,45.35,45.40,15650400,45.40
2015-12-14,45.25,46.25,45.10,45.85,28312000,45.85
2015-12-11,47.35,47.55,46.30,46.60,25105400,46.60
2015-12-10,47.80,48.25,47.40,47.65,14406600,47.65
2015-12-09,47.55,48.20,47.05,48.15,16810400,48.15
2015-12-08,48.45,48.45,47.30,47.85,25074600,47.85
2015-12-07,48.90,49.00,48.40,48.50,19492400,48.50
2015-12-04,47.90,48.75,47.80,48.45,23646000,48.45
2015-12-03,48.25,48.75,47.85,48.40,18660900,48.40
2015-12-02,48.00,48.60,47.95,48.50,26622100,48.50
2015-12-01,46.95,48.00,46.90,47.75,28296900,47.75
2015-11-30,46.40,47.20,45.70,46.30,39797600,46.30
2015-11-27,47.90,47.90,46.45,46.50,21954600,46.50
2015-11-26,48.35,48.35,47.55,47.75,18836100,47.75
2015-11-25,47.65,48.00,47.35,47.65,14905400,47.65
2015-11-24,47.95,48.05,47.50,47.80,13416500,47.80
2015-11-23,47.90,48.15,47.55,47.95,11534400,47.95
2015-11-20,47.10,48.15,47.00,47.90,16258100,47.90
2015-11-19,47.25,47.45,46.90,47.30,23145900,47.30
2015-11-18,46.50,46.70,46.10,46.45,18657700,46.45
2015-11-17,47.00,47.10,46.50,46.55,19149000,46.55
2015-11-16,46.50,46.75,46.10,46.30,21038200,46.30
2015-11-13,47.50,47.90,47.20,47.65,19450800,47.65
2015-11-12,46.80,48.80,46.65,48.45,27432700,48.45
2015-11-11,47.25,47.50,46.50,46.70,21235000,46.70
2015-11-10,48.30,48.30,46.65,47.25,27368000,47.25
2015-11-09,47.95,48.65,47.70,48.30,22993600,48.30
2015-11-06,47.75,47.95,47.25,47.80,20291700,47.80
2015-11-05,48.15,48.20,47.40,47.75,29610700,47.75
